Date,Open,High,Low,Close,Adj Close,Volume
2019-05-30,44.487499,44.807499,44.1675,44.575001,43.894287,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,43.099117,108174400
2019-06-03,43.900002,44.48,42.567501,43.325001,42.663376,161584400
2019-06-04,43.860001,44.9575,43.630001,44.91,44.224174,123872000
2019-06-05,46.07,46.247501,45.285,45.634998,44.938099,119093600
2019-06-06,45.77,46.3675,45.537498,46.305,45.597866,90105200
2019-06-07,46.627499,47.98,46.442501,47.537498,46.81155,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145,47.409767,104883600
2019-06-11,48.715,49,48.400002,48.702499,47.958752,107731600
2019-06-12,48.487499,48.9925,48.3475,48.547501,47.806126,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.796272,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,47.449154,75046000
2019-06-17,48.224998,48.740002,48.0425,48.4725,47.732269,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.854858,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.71207,84496800
2019-06-20,50.092499,50.1525,49.5075,49.865002,49.1035,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695,48.936092,191202400
2019-06-24,49.634998,50.040001,49.5425,49.645,48.886864,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,48.145855,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,49.187206,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,49.172436,83598800
2019-06-28,49.669998,49.875,49.262501,49.48,48.724384,124442400
2019-07-01,50.7925,51.122501,50.162498,50.387501,49.618027,109012000
2019-07-02,50.352501,50.782501,50.34,50.682499,49.908512,67740800
2019-07-03,50.82,51.110001,50.672501,51.102501,50.322102,45448000
2019-07-05,50.837502,51.27,50.724998,51.057499,50.27779,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,49.24136,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,49.541714,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,50.031612,71588400
2019-07-11,50.827499,51.0975,50.427502,50.4375,49.667259,80767200
2019-07-12,50.612499,51,50.549999,50.825001,50.048847,70380800
2019-07-15,51.022499,51.467499,51,51.302502,50.519051,67789600
2019-07-16,51.147499,51.5275,50.875,51.125,50.344257,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,50.061153,56430000
2019-07-18,51,51.470001,50.924999,51.415001,50.629833,74162400
2019-07-19,51.447498,51.625,50.59,50.647499,49.874054,83717200
2019-07-22,50.912498,51.807499,50.9025,51.805,51.013874,89111600
2019-07-23,52.115002,52.227501,51.822498,52.209999,51.412689,73420800
2019-07-24,51.9175,52.287498,51.7925,52.1675,51.37085,59966400
2019-07-25,52.2225,52.310001,51.682499,51.755001,50.964642,55638400
2019-07-26,51.869999,52.432499,51.785,51.935001,51.141891,70475600
2019-07-29,52.115002,52.66,52.110001,52.419998,51.61948,86693600
2019-07-30,52.189999,52.540001,51.827499,52.195,51.397919,135742800
2019-07-31,54.105,55.342499,52.825001,53.259998,52.446659,277125600
2019-08-01,53.474998,54.5075,51.685001,52.107498,51.311756,216071600
2019-08-02,51.3825,51.607498,50.407501,51.005001,50.226093,163448400
2019-08-05,49.497501,49.662498,48.145,48.334999,47.596859,209572000
2019-08-06,49.077499,49.517502,48.509998,49.25,48.497894,143299200
2019-08-07,48.852501,49.889999,48.455002,49.759998,49.000103,133457600
2019-08-08,50.049999,50.8825,49.8475,50.857498,50.080845,108038000
2019-08-09,50.325001,50.689999,49.822498,50.247501,49.668159,98478800
2019-08-12,49.904999,50.512501,49.787498,50.119999,49.542126,89927600
2019-08-13,50.255001,53.035,50.119999,52.2425,51.640156,188874000
2019-08-14,50.790001,51.610001,50.647499,50.6875,50.103088,146189600
2019-08-15,50.865002,51.285,49.9175,50.435001,49.8535,108909600
2019-08-16,51.07,51.790001,50.959999,51.625,51.029778,110481600
2019-08-19,52.654999,53.182499,52.5075,52.587502,51.981182,97654400
2019-08-20,52.720001,53.337502,52.580002,52.59,51.983654,107537200
2019-08-21,53.247501,53.412498,52.900002,53.16,52.547081,86141600
2019-08-22,53.297501,53.610001,52.6875,53.115002,52.502598,89014800
2019-08-23,52.357498,53.012501,50.25,50.66,50.075905,187272000
2019-08-26,51.465,51.797501,51.264999,51.622501,51.027306,104174400
2019-08-27,51.965,52.137501,50.8825,51.040001,50.451519,103493200
2019-08-28,51.025002,51.43,50.830002,51.3825,50.790073,63755200
2019-08-29,52.125,52.330002,51.665001,52.252499,51.65004,83962000
2019-08-30,52.540001,52.612499,51.799999,52.185001,51.583324,84573600
2019-09-03,51.607498,51.744999,51.055,51.424999,50.832081,80092000
2019-09-04,52.0975,52.369999,51.830002,52.297501,51.694523,76752400
2019-09-05,53,53.4925,52.877499,53.32,52.705235,95654800
2019-09-06,53.512501,53.605,53.127499,53.314999,52.700287,77449200
2019-09-09,53.709999,54.110001,52.767502,53.5425,52.925171,109237600
2019-09-10,53.465,54.195,52.927502,54.174999,53.550373,127111600
2019-09-11,54.517502,55.927502,54.432499,55.897499,55.253017,177158400
2019-09-12,56.200001,56.605,55.715,55.772499,55.129459,128906800
2019-09-13,55,55.197498,54.255001,54.6875,54.056965,159053200
2019-09-16,54.432499,55.032501,54.389999,54.974998,54.341152,84632400
2019-09-17,54.990002,55.205002,54.779999,55.174999,54.538845,73274800
2019-09-18,55.264999,55.712502,54.860001,55.692501,55.050385,101360000
2019-09-19,55.502499,55.939999,55.092499,55.240002,54.603104,88242400
2019-09-20,55.345001,55.639999,54.3675,54.432499,53.804901,221652400
2019-09-23,54.737499,54.959999,54.412498,54.68,54.049557,76662000
2019-09-24,55.2575,55.622501,54.297501,54.419998,53.792549,124763200
2019-09-25,54.637501,55.375,54.285,55.2575,54.620396,87613600
2019-09-26,55,55.235001,54.7075,54.9725,54.338684,75334000
2019-09-27,55.134998,55.240002,54.32,54.705002,54.074268,101408000
2019-09-30,55.224998,56.145,55.197498,55.9925,55.34692,103909600
2019-10-01,56.267502,57.055,56.049999,56.147499,55.500134,139223200
2019-10-02,55.764999,55.895,54.482498,54.740002,54.108864,138449200
2019-10-03,54.607498,55.240002,53.782501,55.205002,54.568497,114426000
2019-10-04,56.41,56.872501,55.9725,56.752499,56.098156,138478800
2019-10-07,56.567501,57.482498,56.459999,56.764999,56.110516,122306000
2019-10-08,56.455002,57.014999,56.0825,56.099998,55.453178,111820000
2019-10-09,56.7575,56.947498,56.41,56.7575,56.1031,74770400
2019-10-10,56.982498,57.610001,56.825001,57.522499,56.859283,113013600
2019-10-11,58.237499,59.41,58.077499,59.052502,58.371643,166795600
2019-10-14,58.724998,59.532501,58.6675,58.967499,58.287621,96427600
2019-10-15,59.0975,59.412498,58.720001,58.830002,58.151711,87360000
2019-10-16,58.342499,58.810001,58.299999,58.592499,57.916946,73903200
2019-10-17,58.772499,59.037498,58.380001,58.82,58.141819,67585200
2019-10-18,58.647499,59.395,58.572498,59.102501,58.421066,97433600
2019-10-21,59.380001,60.247501,59.330002,60.127499,59.434246,87247200
2019-10-22,60.290001,60.549999,59.904999,59.990002,59.298336,82293600
2019-10-23,60.525002,60.810001,60.305,60.794998,60.094048,75828800
2019-10-24,61.127499,61.200001,60.452499,60.895,60.192894,69275200
2019-10-25,60.790001,61.682499,60.720001,61.645,60.934254,73477200
2019-10-28,61.855,62.3125,61.68,62.262501,61.544628,96572800
2019-10-29,62.2425,62.4375,60.642502,60.822498,60.121231,142839600
2019-10-30,61.189999,61.325001,60.302502,60.814999,60.113815,124522000
2019-10-31,61.810001,62.2925,59.314999,62.189999,61.472961,139162000
2019-11-01,62.384998,63.982498,62.290001,63.955002,63.217617,151125200
2019-11-04,64.332497,64.462502,63.845001,64.375,63.632767,103272000
2019-11-05,64.262497,64.547501,64.080002,64.282501,63.541344,79897600
2019-11-06,64.192497,64.372498,63.842499,64.309998,63.56852,75864400
2019-11-07,64.684998,65.087502,64.527496,64.857498,64.302185,94940400
2019-11-08,64.672501,65.110001,64.212502,65.035004,64.478165,69986400
2019-11-11,64.574997,65.6175,64.57,65.550003,64.98877,81821200
2019-11-12,65.387497,65.697502,65.230003,65.489998,64.929268,87388800
2019-11-13,65.282501,66.195,65.267502,66.1175,65.551399,102734400
2019-11-14,65.9375,66.220001,65.525002,65.660004,65.097816,89182800
2019-11-15,65.919998,66.445,65.752502,66.440002,65.87114,100206400
2019-11-18,66.449997,66.857498,66.057503,66.775002,66.20327,86703200
2019-11-19,66.974998,67,66.347504,66.572502,66.002502,76167200
2019-11-20,66.385002,66.519997,65.099998,65.797501,65.234146,106234400
2019-11-21,65.922501,66.002502,65.294998,65.502502,64.941666,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445,64.884651,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,66.022324,84020400
2019-11-26,66.735001,66.790001,65.625,66.072502,65.50679,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,66.386681,65235600
2019-11-29,66.650002,67,66.474998,66.8125,66.240448,46617600
2019-12-02,66.817497,67.0625,65.862503,66.040001,65.474564,94487200
2019-12-03,64.577499,64.8825,64.072502,64.862503,64.307152,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.874741,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,65.826523,74424400
2019-12-06,66.870003,67.75,66.824997,67.677498,67.09803,106075600
2019-12-09,67.5,67.699997,66.227501,66.730003,66.158653,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,66.545319,90420400
2019-12-11,67.202499,67.775002,67.125,67.692497,67.112915,78756800
2019-12-12,66.945,68.139999,66.830002,67.864998,67.283928,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,68.19854,133587600
2019-12-16,69.25,70.197502,69.245003,69.964996,69.365952,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,69.502274,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,69.336212,116028400
2019-12-19,69.875,70.294998,69.737503,70.004997,69.405609,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,69.261856,275978000
2019-12-23,70.1325,71.0625,70.092499,71,70.39209,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,70.459007,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,71.856941,93121200
2019-12-27,72.779999,73.4925,72.029999,72.449997,71.829674,146266000
2019-12-30,72.364998,73.172501,71.305,72.879997,72.255997,144114400
